State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
21,27,KY,Breckinridge County,"3,770","3,053","4,487",19.2,15.6,22.8,"1,300","1,003","1,597",27.9,21.5,34.3,911,675,"1,147",26.1,19.3,32.9,40107.00,"36,836","43,378",.,.,.,.,.,.
21,29,KY,Bullitt County,"7,775","6,248","9,302",10.2,8.2,12.2,"2,744","2,149","3,339",15.4,12.1,18.7,"1,928","1,458","2,398",14.2,10.8,17.6,57462.00,"53,675","61,249",.,.,.,.,.,.
21,31,KY,Butler County,"2,768","2,250","3,286",22.1,18,26.2,951,759,"1,143",33.5,26.8,40.2,667,519,815,31.8,24.8,38.8,36670.00,"33,234","40,106",.,.,.,.,.,.
21,33,KY,Caldwell County,"2,401","1,898","2,904",19,15,23,799,611,987,28.7,21.9,35.5,560,411,709,27.5,20.2,34.8,37317.00,"33,612","41,022",.,.,.,.,.,.
21,35,KY,Calloway County,"7,882","6,875","8,889",22.8,19.9,25.7,"1,642","1,292","1,992",24.5,19.3,29.7,"1,110",835,"1,385",23,17.3,28.7,37977.00,"34,365","41,589",.,.,.,.,.,.
21,37,KY,Campbell County,"13,013","11,493","14,533",14.8,13.1,16.5,"4,200","3,600","4,800",21.1,18.1,24.1,"2,966","2,517","3,415",20.7,17.6,23.8,53321.00,"50,989","55,653",.,.,.,.,.,.
21,39,KY,Carlisle County,863,690,"1,036",17.5,14,21,313,247,379,28.3,22.4,34.2,207,157,257,25.5,19.3,31.7,38283.00,"34,699","41,867",.,.,.,.,.,.
21,41,KY,Carroll County,"2,235","1,796","2,674",21,16.9,25.1,863,679,"1,047",31.6,24.9,38.3,590,448,732,32.3,24.5,40.1,41792.00,"38,653","44,931",.,.,.,.,.,.
21,43,KY,Carter County,"5,948","4,840","7,056",22.5,18.3,26.7,"1,892","1,475","2,309",31.4,24.5,38.3,"1,323",997,"1,649",30.2,22.7,37.7,34767.00,"31,497","38,037",.,.,.,.,.,.
21,45,KY,Casey County,"4,614","3,711","5,517",29.7,23.9,35.5,"1,544","1,207","1,881",42.8,33.5,52.1,"1,077",814,"1,340",40.9,30.9,50.9,29303.00,"26,906","31,700",.,.,.,.,.,.
21,47,KY,Christian County,"12,412","10,059","14,765",18.1,14.7,21.5,"5,324","4,079","6,569",26.3,20.2,32.4,"3,512","2,553","4,471",26.2,19,33.4,41333.00,"38,274","44,392",.,.,.,.,.,.
21,49,KY,Clark County,"6,015","4,908","7,122",17.1,13.9,20.3,"2,052","1,630","2,474",25.7,20.4,31,"1,408","1,090","1,726",23.6,18.3,28.9,45516.00,"41,549","49,483",.,.,.,.,.,.
21,51,KY,Clay County,"8,193","6,719","9,667",42.8,35.1,50.5,"2,254","1,792","2,716",52.5,41.7,63.3,"1,528","1,166","1,890",50.8,38.7,62.9,24173.00,"22,044","26,302",.,.,.,.,.,.
21,53,KY,Clinton County,"2,753","2,183","3,323",27.6,21.9,33.3,912,710,"1,114",41.2,32.1,50.3,596,443,749,36.3,27,45.6,27443.00,"25,036","29,850",.,.,.,.,.,.
21,55,KY,Crittenden County,"2,006","1,636","2,376",22.2,18.1,26.3,700,549,851,34.1,26.7,41.5,491,374,608,31.9,24.3,39.5,37372.00,"33,713","41,031",.,.,.,.,.,.
21,57,KY,Cumberland County,"1,752","1,372","2,132",26.2,20.5,31.9,596,459,733,40.3,31,49.6,412,305,519,38.3,28.3,48.3,30043.00,"27,648","32,438",.,.,.,.,.,.
21,59,KY,Daviess County,"14,598","12,313","16,883",15.3,12.9,17.7,"5,004","4,070","5,938",21.4,17.4,25.4,"3,181","2,440","3,922",18.8,14.4,23.2,46908.00,"44,345","49,471",.,.,.,.,.,.
21,61,KY,Edmonson County,"2,524","2,029","3,019",21.2,17.1,25.3,695,537,853,29.3,22.7,35.9,492,366,618,27.7,20.6,34.8,36324.00,"32,974","39,674",.,.,.,.,.,.
21,63,KY,Elliott County,"2,171","1,725","2,617",33.1,26.3,39.9,517,402,632,38.1,29.7,46.5,354,265,443,32.9,24.7,41.1,29544.00,"26,626","32,462",.,.,.,.,.,.
21,65,KY,Estill County,"4,023","3,214","4,832",28.1,22.4,33.8,"1,262",988,"1,536",40.3,31.5,49.1,859,648,"1,070",36.5,27.5,45.5,30388.00,"27,457","33,319",.,.,.,.,.,.
21,67,KY,Fayette County,"56,359","52,288","60,430",19,17.6,20.4,"14,008","12,021","15,995",21.8,18.7,24.9,"9,351","7,815","10,887",20.7,17.3,24.1,47959.00,"45,654","50,264",.,.,.,.,.,.
21,69,KY,Fleming County,"3,358","2,793","3,923",23.2,19.3,27.1,"1,096",854,"1,338",32.1,25,39.2,752,562,942,30.1,22.5,37.7,35454.00,"31,982","38,926",.,.,.,.,.,.
21,71,KY,Floyd County,"11,615","9,778","13,452",30.6,25.8,35.4,"3,162","2,498","3,826",37.9,29.9,45.9,"2,182","1,662","2,702",37.2,28.3,46.1,31229.00,"28,557","33,901",.,.,.,.,.,.
21,73,KY,Franklin County,"8,122","6,858","9,386",16.9,14.3,19.5,"2,495","2,015","2,975",24.2,19.5,28.9,"1,792","1,412","2,172",23.7,18.7,28.7,46309.00,"42,365","50,253",.,.,.,.,.,.
21,75,KY,Fulton County,"1,730","1,350","2,110",29.2,22.8,35.6,592,455,729,45.6,35,56.2,403,296,510,45.1,33.2,57,28550.00,"25,852","31,248",.,.,.,.,.,.
21,77,KY,Gallatin County,"1,369","1,062","1,676",16.3,12.7,19.9,525,402,648,24.5,18.8,30.2,356,262,450,22.2,16.4,28,44142.00,"39,984","48,300",.,.,.,.,.,.
21,79,KY,Garrard County,"3,237","2,617","3,857",19.3,15.6,23,"1,056",841,"1,271",28.7,22.9,34.5,748,583,913,26.9,21,32.8,42853.00,"38,853","46,853",.,.,.,.,.,.
21,81,KY,Grant County,"4,843","4,030","5,656",20.1,16.7,23.5,"1,851","1,487","2,215",27.9,22.4,33.4,"1,289","1,011","1,567",26.7,20.9,32.5,43861.00,"40,362","47,360",.,.,.,.,.,.
21,83,KY,Graves County,"7,117","5,783","8,451",19.3,15.7,22.9,"2,557","2,004","3,110",28.7,22.5,34.9,"1,692","1,263","2,121",26.3,19.6,33,39960.00,"36,797","43,123",.,.,.,.,.,.
21,85,KY,Grayson County,"6,290","5,299","7,281",25.1,21.2,29,"2,065","1,675","2,455",34.6,28.1,41.1,"1,375","1,066","1,684",31,24,38,32813.00,"30,155","35,471",.,.,.,.,.,.
21,87,KY,Green County,"2,547","2,055","3,039",23.1,18.6,27.6,744,577,911,31.6,24.5,38.7,502,373,631,28.2,20.9,35.5,32309.00,"29,111","35,507",.,.,.,.,.,.
21,89,KY,Greenup County,"6,841","5,757","7,925",19,16,22,"2,032","1,663","2,401",25.7,21,30.4,"1,406","1,114","1,698",23.6,18.7,28.5,44581.00,"41,309","47,853",.,.,.,.,.,.
21,91,KY,Hancock County,"1,328","1,096","1,560",15.4,12.7,18.1,412,325,499,19.3,15.2,23.4,292,225,359,18.4,14.2,22.6,50809.00,"45,903","55,715",.,.,.,.,.,.
21,93,KY,Hardin County,"15,049","12,776","17,322",14.4,12.2,16.6,"5,458","4,410","6,506",20.3,16.4,24.2,"3,822","3,048","4,596",19.8,15.8,23.8,48327.00,"45,515","51,139",.,.,.,.,.,.
21,95,KY,Harlan County,"8,531","7,199","9,863",30.5,25.7,35.3,"2,323","1,835","2,811",36.6,28.9,44.3,"1,625","1,243","2,007",36.3,27.8,44.8,25460.00,"23,510","27,410",.,.,.,.,.,.
21,97,KY,Harrison County,"3,172","2,569","3,775",17.4,14.1,20.7,"1,046",821,"1,271",25.1,19.7,30.5,728,555,901,23,17.5,28.5,42228.00,"38,597","45,859",.,.,.,.,.,.
21,99,KY,Hart County,"5,102","4,351","5,853",27.9,23.8,32,"1,689","1,371","2,007",37.5,30.4,44.6,"1,180",928,"1,432",35.6,28,43.2,33588.00,"30,567","36,609",.,.,.,.,.,.
21,101,KY,Henderson County,"8,840","7,667","10,013",19.5,16.9,22.1,"2,972","2,502","3,442",28.1,23.7,32.5,"1,874","1,496","2,252",24.5,19.6,29.4,42492.00,"39,097","45,887",.,.,.,.,.,.
21,103,KY,Henry County,"2,352","1,867","2,837",15.4,12.2,18.6,843,649,"1,037",23.2,17.8,28.6,563,415,711,20.9,15.4,26.4,48245.00,"45,059","51,431",.,.,.,.,.,.
21,105,KY,Hickman County,894,699,"1,089",19.8,15.5,24.1,283,218,348,30.5,23.5,37.5,191,142,240,26.7,19.8,33.6,38733.00,"35,020","42,446",.,.,.,.,.,.
21,107,KY,Hopkins County,"7,925","6,585","9,265",17.5,14.5,20.5,"2,761","2,228","3,294",26.4,21.3,31.5,"1,900","1,476","2,324",24.8,19.3,30.3,40782.00,"38,102","43,462",.,.,.,.,.,.
21,109,KY,Jackson County,"4,017","3,209","4,825",30.3,24.2,36.4,"1,271","1,001","1,541",42.9,33.8,52,877,672,"1,082",39.7,30.4,49,28759.00,"26,171","31,347",.,.,.,.,.,.
21,111,KY,Jefferson County,"119,846","110,330","129,362",16.1,14.8,17.4,"37,774","33,119","42,429",22.3,19.6,25,"25,078","21,470","28,686",20.7,17.7,23.7,47495.00,"46,174","48,816",.,.,.,.,.,.
21,113,KY,Jessamine County,"7,452","6,126","8,778",15.4,12.7,18.1,"2,682","2,118","3,246",21.8,17.2,26.4,"1,781","1,336","2,226",20.1,15.1,25.1,52011.00,"48,472","55,550",.,.,.,.,.,.
21,115,KY,Johnson County,"5,895","4,764","7,026",25.7,20.8,30.6,"1,692","1,307","2,077",32.7,25.3,40.1,"1,141",850,"1,432",30.2,22.5,37.9,34593.00,"31,287","37,899",.,.,.,.,.,.
21,117,KY,Kenton County,"21,585","18,177","24,993",13.4,11.3,15.5,"7,755","6,380","9,130",19.7,16.2,23.2,"5,058","4,021","6,095",18.1,14.4,21.8,53949.00,"51,558","56,340",.,.,.,.,.,.
21,119,KY,Knott County,"4,342","3,462","5,222",28.3,22.6,34,"1,239",967,"1,511",38.3,29.9,46.7,870,662,"1,078",36.5,27.8,45.2,32294.00,"29,988","34,600",.,.,.,.,.,.
21,121,KY,Knox County,"10,917","9,104","12,730",35.2,29.4,41,"3,604","2,940","4,268",49.4,40.3,58.5,"2,586","2,068","3,104",48.3,38.6,58,26220.00,"23,769","28,671",.,.,.,.,.,.
21,123,KY,Larue County,"2,511","2,003","3,019",18.3,14.6,22,832,646,"1,018",27.1,21.1,33.1,587,444,730,25.2,19.1,31.3,41537.00,"37,440","45,634",.,.,.,.,.,.
21,125,KY,Laurel County,"13,021","10,975","15,067",22.2,18.7,25.7,"4,339","3,495","5,183",31.4,25.3,37.5,"2,959","2,300","3,618",29.1,22.6,35.6,35372.00,"33,463","37,281",.,.,.,.,.,.
21,127,KY,Lawrence County,"3,957","3,172","4,742",25.2,20.2,30.2,"1,165",895,"1,435",32.2,24.7,39.7,785,575,995,30.7,22.5,38.9,33469.00,"30,194","36,744",.,.,.,.,.,.
21,129,KY,Lee County,"2,320","1,824","2,816",35.1,27.6,42.6,694,534,854,50,38.5,61.5,476,353,599,44.2,32.7,55.7,25767.00,"23,199","28,335",.,.,.,.,.,.
21,131,KY,Leslie County,"3,147","2,500","3,794",29.2,23.2,35.2,861,676,"1,046",37.3,29.3,45.3,612,467,757,37.2,28.4,46,29008.00,"26,323","31,693",.,.,.,.,.,.
21,133,KY,Letcher County,"6,328","5,172","7,484",27.1,22.2,32,"1,735","1,361","2,109",34.4,27,41.8,"1,176",894,"1,458",33,25.1,40.9,31799.00,"28,967","34,631",.,.,.,.,.,.
21,135,KY,Lewis County,"3,674","2,878","4,470",27,21.2,32.8,"1,209",931,"1,487",39.3,30.2,48.4,847,629,"1,065",37.9,28.1,47.7,30443.00,"27,885","33,001",.,.,.,.,.,.
21,137,KY,Lincoln County,"5,569","4,494","6,644",23.1,18.6,27.6,"1,776","1,379","2,173",31.4,24.4,38.4,"1,242",942,"1,542",29.7,22.5,36.9,35092.00,"31,862","38,322",.,.,.,.,.,.
21,139,KY,Livingston County,"1,474","1,173","1,775",15.9,12.6,19.2,415,319,511,22.8,17.5,28.1,287,212,362,21.5,15.9,27.1,41177.00,"37,300","45,054",.,.,.,.,.,.
21,141,KY,Logan County,"5,223","4,256","6,190",19.7,16.1,23.3,"1,778","1,394","2,162",28.1,22,34.2,"1,223",929,"1,517",25.9,19.7,32.1,39513.00,"35,900","43,126",.,.,.,.,.,.
21,143,KY,Lyon County,"1,254",988,"1,520",17.4,13.7,21.1,292,227,357,22.8,17.7,27.9,200,149,251,21.1,15.8,26.4,43311.00,"39,385","47,237",.,.,.,.,.,.
21,145,KY,McCracken County,"12,659","11,075","14,243",19.8,17.3,22.3,"4,018","3,378","4,658",28.7,24.1,33.3,"2,909","2,427","3,391",28.5,23.8,33.2,42069.00,"39,124","45,014",.,.,.,.,.,.
21,147,KY,McCreary County,"6,562","5,327","7,797",40.7,33,48.4,"2,001","1,576","2,426",52.6,41.4,63.8,"1,294",962,"1,626",47.6,35.4,59.8,24406.00,"22,020","26,792",.,.,.,.,.,.
21,149,KY,McLean County,"1,699","1,366","2,032",18.1,14.6,21.6,546,429,663,24.8,19.5,30.1,378,290,466,23.2,17.8,28.6,38128.00,"35,528","40,728",.,.,.,.,.,.
21,151,KY,Madison County,"15,778","13,467","18,089",19.8,16.9,22.7,"4,080","3,263","4,897",22.9,18.3,27.5,"2,704","2,082","3,326",20.8,16,25.6,44845.00,"42,020","47,670",.,.,.,.,.,.
21,153,KY,Magoffin County,"3,706","2,917","4,495",29,22.8,35.2,"1,160",890,"1,430",39.5,30.3,48.7,804,598,"1,010",36.2,27,45.4,29817.00,"27,123","32,511",.,.,.,.,.,.
21,155,KY,Marion County,"3,466","2,689","4,243",18.5,14.4,22.6,"1,240",948,"1,532",26.2,20,32.4,858,632,"1,084",24.6,18.1,31.1,39665.00,"36,473","42,857",.,.,.,.,.,.
21,157,KY,Marshall County,"3,894","3,048","4,740",12.7,9.9,15.5,"1,172",903,"1,441",18.9,14.5,23.3,800,592,"1,008",17.3,12.8,21.8,44157.00,"40,456","47,858",.,.,.,.,.,.
21,159,KY,Martin County,"4,462","3,533","5,391",40.5,32.1,48.9,"1,222",959,"1,485",46,36.1,55.9,826,626,"1,026",42.6,32.3,52.9,26931.00,"24,449","29,413",.,.,.,.,.,.
21,161,KY,Mason County,"3,496","2,820","4,172",20.7,16.7,24.7,"1,251",987,"1,515",31,24.4,37.6,818,611,"1,025",27.6,20.6,34.6,42329.00,"39,508","45,150",.,.,.,.,.,.
21,163,KY,Meade County,"4,446","3,689","5,203",15.4,12.8,18,"1,560","1,249","1,871",21.4,17.1,25.7,"1,058",816,"1,300",19.3,14.9,23.7,45984.00,"42,121","49,847",.,.,.,.,.,.
21,165,KY,Menifee County,"1,746","1,371","2,121",28.3,22.2,34.4,589,460,718,46,35.9,56.1,402,303,501,42.9,32.3,53.5,30047.00,"27,648","32,446",.,.,.,.,.,.
21,167,KY,Mercer County,"3,459","2,790","4,128",16.4,13.2,19.6,"1,141",894,"1,388",23.7,18.6,28.8,773,579,967,22.7,17,28.4,43903.00,"39,890","47,916",.,.,.,.,.,.
21,169,KY,Metcalfe County,"2,726","2,234","3,218",27.7,22.7,32.7,956,756,"1,156",41.1,32.5,49.7,657,503,811,39.7,30.4,49,30899.00,"28,108","33,690",.,.,.,.,.,.
21,171,KY,Monroe County,"2,500","1,967","3,033",23.8,18.7,28.9,835,640,"1,030",35.8,27.5,44.1,564,414,714,32.7,24,41.4,29900.00,"27,136","32,664",.,.,.,.,.,.
21,173,KY,Montgomery County,"5,352","4,420","6,284",20,16.5,23.5,"1,666","1,305","2,027",26.1,20.4,31.8,"1,161",884,"1,438",25.2,19.2,31.2,41326.00,"38,290","44,362",.,.,.,.,.,.
21,175,KY,Morgan County,"3,399","2,741","4,057",29.4,23.7,35.1,935,731,"1,139",37.5,29.3,45.7,620,466,774,33.6,25.3,41.9,31579.00,"28,749","34,409",.,.,.,.,.,.
21,177,KY,Muhlenberg County,"7,387","6,450","8,324",25.1,21.9,28.3,"2,236","1,887","2,585",35,29.5,40.5,"1,558","1,285","1,831",32.3,26.6,38,37048.00,"33,553","40,543",.,.,.,.,.,.
21,179,KY,Nelson County,"6,455","5,349","7,561",14.7,12.2,17.2,"2,208","1,751","2,665",20,15.8,24.2,"1,485","1,122","1,848",18.5,14,23,49444.00,"46,631","52,257",.,.,.,.,.,.
21,181,KY,Nicholas County,"1,423","1,116","1,730",20.6,16.2,25,501,389,613,31.5,24.4,38.6,348,261,435,30,22.5,37.5,37006.00,"33,433","40,579",.,.,.,.,.,.
21,183,KY,Ohio County,"4,497","3,674","5,320",19.1,15.6,22.6,"1,522","1,203","1,841",26.7,21.1,32.3,"1,026",774,"1,278",24.3,18.3,30.3,40622.00,"37,972","43,272",.,.,.,.,.,.
21,185,KY,Oldham County,"3,524","2,782","4,266",6.1,4.8,7.4,"1,151",893,"1,409",7.1,5.5,8.7,756,561,951,5.6,4.1,7.1,86580.00,"81,142","92,018",.,.,.,.,.,.
21,187,KY,Owen County,"2,029","1,616","2,442",19.1,15.2,23,675,529,821,27.6,21.6,33.6,462,350,574,24.4,18.5,30.3,42134.00,"38,028","46,240",.,.,.,.,.,.
21,189,KY,Owsley County,"1,912","1,511","2,313",42,33.2,50.8,542,416,668,55,42.2,67.8,376,277,475,53.5,39.4,67.6,22715.00,"20,474","24,956",.,.,.,.,.,.
21,191,KY,Pendleton County,"2,317","1,823","2,811",16.1,12.7,19.5,784,610,958,23.9,18.6,29.2,538,401,675,21.6,16.1,27.1,45570.00,"41,662","49,478",.,.,.,.,.,.
21,193,KY,Perry County,"7,378","6,013","8,743",26.9,21.9,31.9,"2,086","1,652","2,520",35.2,27.9,42.5,"1,478","1,139","1,817",36.2,27.9,44.5,32300.00,"29,376","35,224",.,.,.,.,.,.
21,195,KY,Pike County,"14,330","11,997","16,663",23,19.2,26.8,"3,848","3,074","4,622",29,23.2,34.8,"2,514","1,920","3,108",25.8,19.7,31.9,35071.00,"32,484","37,658",.,.,.,.,.,.
21,197,KY,Powell County,"3,615","2,993","4,237",29.6,24.5,34.7,"1,182",925,"1,439",40.8,31.9,49.7,822,626,"1,018",39.2,29.9,48.5,31923.00,"28,738","35,108",.,.,.,.,.,.
21,199,KY,Pulaski County,"15,851","13,729","17,973",25.2,21.8,28.6,"4,755","3,885","5,625",33.3,27.2,39.4,"3,269","2,609","3,929",31.1,24.8,37.4,34355.00,"31,736","36,974",.,.,.,.,.,.
21,201,KY,Robertson County,508,398,618,23.4,18.4,28.4,162,125,199,35.8,27.5,44.1,111,82,140,31,22.8,39.2,38101.00,"34,407","41,795",.,.,.,.,.,.
21,203,KY,Rockcastle County,"4,180","3,370","4,990",25.6,20.6,30.6,"1,305","1,030","1,580",36.3,28.7,43.9,875,663,"1,087",32.2,24.4,40,33131.00,"30,332","35,930",.,.,.,.,.,.
21,205,KY,Rowan County,"5,191","4,171","6,211",24.7,19.9,29.5,"1,378","1,082","1,674",31.3,24.6,38,892,662,"1,122",28.8,21.4,36.2,37690.00,"34,461","40,919",.,.,.,.,.,.
21,207,KY,Russell County,"4,458","3,638","5,278",25.5,20.8,30.2,"1,458","1,145","1,771",37.9,29.7,46.1,972,727,"1,217",36,26.9,45.1,30985.00,"28,099","33,871",.,.,.,.,.,.
21,209,KY,Scott County,"5,072","4,079","6,065",10.5,8.5,12.5,"1,840","1,421","2,259",14.4,11.1,17.7,"1,241",921,"1,561",13.1,9.7,16.5,61906.00,"57,549","66,263",.,.,.,.,.,.
21,211,KY,Shelby County,"5,377","4,359","6,395",12.6,10.2,15,"1,936","1,521","2,351",18.3,14.4,22.2,"1,275",962,"1,588",16.9,12.7,21.1,56808.00,"52,015","61,601",.,.,.,.,.,.
21,213,KY,Simpson County,"3,221","2,644","3,798",18.5,15.2,21.8,"1,235",997,"1,473",28.5,23,34,786,598,974,25.2,19.2,31.2,39117.00,"35,534","42,700",.,.,.,.,.,.
21,215,KY,Spencer County,"1,625","1,270","1,980",9.3,7.3,11.3,518,399,637,12.2,9.4,15,357,264,450,11,8.1,13.9,66711.00,"62,566","70,856",.,.,.,.,.,.
21,217,KY,Taylor County,"4,888","3,895","5,881",20.7,16.5,24.9,"1,750","1,382","2,118",32.2,25.4,39,"1,265",977,"1,553",32.4,25,39.8,36599.00,"33,286","39,912",.,.,.,.,.,.
21,219,KY,Todd County,"2,519","2,034","3,004",20.5,16.6,24.4,"1,004",777,"1,231",30.3,23.4,37.2,689,512,866,28.4,21.1,35.7,38533.00,"34,965","42,101",.,.,.,.,.,.
21,221,KY,Trigg County,"2,604","2,117","3,091",18.3,14.9,21.7,891,712,"1,070",28.7,22.9,34.5,621,486,756,26.3,20.6,32,43416.00,"39,166","47,666",.,.,.,.,.,.
21,223,KY,Trimble County,"1,405","1,087","1,723",16.1,12.5,19.7,492,380,604,23.8,18.4,29.2,337,249,425,21.8,16.1,27.5,45394.00,"41,266","49,522",.,.,.,.,.,.
21,225,KY,Union County,"2,771","2,271","3,271",18.7,15.3,22.1,759,605,913,24.8,19.8,29.8,482,369,595,21.6,16.5,26.7,44595.00,"41,637","47,553",.,.,.,.,.,.
21,227,KY,Warren County,"20,679","18,256","23,102",18.4,16.2,20.6,"5,875","4,853","6,897",22.6,18.7,26.5,"3,822","3,046","4,598",20.4,16.3,24.5,48137.00,"46,347","49,927",.,.,.,.,.,.
21,229,KY,Washington County,"1,935","1,517","2,353",16.8,13.2,20.4,666,514,818,24.4,18.8,30,459,339,579,22.6,16.7,28.5,42500.00,"39,201","45,799",.,.,.,.,.,.
21,231,KY,Wayne County,"5,565","4,463","6,667",27.5,22.1,32.9,"1,737","1,349","2,125",39.3,30.5,48.1,"1,157",855,"1,459",35.3,26.1,44.5,29878.00,"27,179","32,577",.,.,.,.,.,.
21,233,KY,Webster County,"2,219","1,761","2,677",17,13.5,20.5,726,565,887,24.1,18.8,29.4,489,363,615,22.8,16.9,28.7,40881.00,"37,037","44,725",.,.,.,.,.,.
21,235,KY,Whitley County,"8,961","7,165","10,757",26.3,21,31.6,"3,162","2,461","3,863",37.2,29,45.4,"2,178","1,642","2,714",36.3,27.4,45.2,30878.00,"28,487","33,269",.,.,.,.,.,.
21,237,KY,Wolfe County,"2,585","2,077","3,093",36.4,29.2,43.6,861,675,"1,047",51.2,40.1,62.3,520,381,659,41.8,30.6,53,25657.00,"23,145","28,169",.,.,.,.,.,.
21,239,KY,Woodford County,"2,724","2,182","3,266",11,8.8,13.2,916,709,"1,123",16.2,12.5,19.9,637,476,798,14.6,10.9,18.3,59233.00,"55,388","63,078",.,.,.,.,.,.
22,0,LA,Louisiana,"897,284","879,370","915,198",20,19.6,20.4,"311,059","300,839","321,279",28.4,27.5,29.3,"212,904","204,048","221,760",27,25.9,28.1,44234.00,"43,412","45,056","93,475","88,651","98,299",30.8,29.2,32.4
22,1,LA,Acadia Parish,"11,604","9,276","13,932",19,15.2,22.8,"4,328","3,342","5,314",26.3,20.3,32.3,"3,039","2,261","3,817",25.4,18.9,31.9,38788.00,"35,468","42,108",.,.,.,.,.,.
22,3,LA,Allen Parish,"4,218","3,259","5,177",19.8,15.3,24.3,"1,506","1,190","1,822",26.5,21,32,"1,040",794,"1,286",25.4,19.4,31.4,38122.00,"34,757","41,487",.,.,.,.,.,.
22,5,LA,Ascension Parish,"12,562","10,268","14,856",11.1,9.1,13.1,"4,956","3,980","5,932",15.7,12.6,18.8,"3,385","2,605","4,165",14.6,11.2,18,70303.00,"65,358","75,248",.,.,.,.,.,.
22,7,LA,Assumption Parish,"4,168","3,307","5,029",18.2,14.4,22,"1,342","1,035","1,649",25.6,19.8,31.4,905,662,"1,148",23,16.8,29.2,44749.00,"40,553","48,945",.,.,.,.,.,.
22,9,LA,Avoyelles Parish,"9,024","7,593","10,455",23.8,20,27.6,"3,287","2,747","3,827",33.9,28.3,39.5,"2,066","1,650","2,482",29.8,23.8,35.8,33240.00,"30,186","36,294",.,.,.,.,.,.
22,11,LA,Beauregard Parish,"5,772","4,784","6,760",16.6,13.8,19.4,"2,031","1,641","2,421",22.7,18.3,27.1,"1,366","1,051","1,681",20.9,16.1,25.7,46225.00,"42,411","50,039",.,.,.,.,.,.
22,13,LA,Bienville Parish,"3,255","2,662","3,848",23.9,19.5,28.3,"1,088",855,"1,321",34,26.7,41.3,745,559,931,31.8,23.9,39.7,33790.00,"30,903","36,677",.,.,.,.,.,.
22,15,LA,Bossier Parish,"17,610","15,150","20,070",14.6,12.6,16.6,"6,081","4,948","7,214",19.8,16.1,23.5,"4,185","3,306","5,064",19.3,15.2,23.4,51899.00,"49,126","54,672",.,.,.,.,.,.
22,17,LA,Caddo Parish,"54,703","48,424","60,982",22,19.5,24.5,"19,923","17,121","22,725",32.5,27.9,37.1,"13,419","11,135","15,703",31.2,25.9,36.5,39776.00,"37,740","41,812",.,.,.,.,.,.
22,19,LA,Calcasieu Parish,"31,752","27,103","36,401",16.6,14.2,19,"11,140","9,083","13,197",23.3,19,27.6,"7,590","6,057","9,123",21.9,17.5,26.3,43779.00,"40,687","46,871",.,.,.,.,.,.
22,21,LA,Caldwell Parish,"2,192","1,753","2,631",23.4,18.7,28.1,741,583,899,32.7,25.7,39.7,503,382,624,30.9,23.5,38.3,35987.00,"32,373","39,601",.,.,.,.,.,.
22,23,LA,Cameron Parish,898,691,"1,105",13.3,10.2,16.4,311,240,382,19.4,15,23.8,221,164,278,18.1,13.5,22.7,51709.00,"46,803","56,615",.,.,.,.,.,.
22,25,LA,Catahoula Parish,"2,275","1,757","2,793",24.3,18.8,29.8,722,558,886,32.1,24.8,39.4,494,368,620,29.6,22.1,37.1,33557.00,"30,235","36,879",.,.,.,.,.,.
22,27,LA,Claiborne Parish,"4,202","3,352","5,052",30.7,24.5,36.9,"1,297","1,055","1,539",42.4,34.5,50.3,900,710,"1,090",40.9,32.3,49.5,34390.00,"31,042","37,738",.,.,.,.,.,.
22,29,LA,Concordia Parish,"5,792","4,764","6,820",30.6,25.2,36,"2,048","1,632","2,464",41.8,33.3,50.3,"1,488","1,179","1,797",41.3,32.7,49.9,30432.00,"27,719","33,145",.,.,.,.,.,.
22,31,LA,De Soto Parish,"6,281","5,452","7,110",23.5,20.4,26.6,"2,219","1,914","2,524",33.9,29.2,38.6,"1,483","1,217","1,749",30.9,25.4,36.4,39403.00,"35,661","43,145",.,.,.,.,.,.
22,33,LA,East Baton Rouge Parish,"90,205","82,176","98,234",20.8,19,22.6,"28,339","24,444","32,234",28.1,24.2,32,"19,379","16,374","22,384",27,22.8,31.2,47770.00,"45,480","50,060",.,.,.,.,.,.
22,35,LA,East Carroll Parish,"2,889","2,290","3,488",44.8,35.5,54.1,"1,059",834,"1,284",57.7,45.5,69.9,743,571,915,57.4,44.1,70.7,26781.00,"24,206","29,356",.,.,.,.,.,.
22,37,LA,East Feliciana Parish,"3,574","2,791","4,357",20.6,16.1,25.1,"1,081",838,"1,324",28.8,22.3,35.3,754,562,946,28.1,21,35.2,41578.00,"38,141","45,015",.,.,.,.,.,.
